ID,Catalog,Item,Description,SmImage,LgImage,Category1,Category2,Category3,Units,RegPrice,SalePrice,OutOfStock,Active,Inventory,Keywords,Category4,Category5,DiscountPr,Wholesale,Featured,DateEdited,ItemCost,TaxPercent,PopUpPg,SmImage2,LgImage2,SmImage3,LgImage3,MetaTitle,WSOnly
2602,,Gymnocalycium amershauseri,<p>Gymnocalycium amerhauseri - W. Aschocinga/Cordoba Argentina HV1757</p>,,,39,31,182,0.00,0.00,0.00,No,Yes,,Seeds Cacti Gymnocalycium amershauseri,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium amershauseri,No
2603,,Gymnocalycium andreae (Yellow),<p>Gymnocalycium andreae (Syn: Echinocactus andreae). Yellow flower</p>,,,39,31,182,0.00,0.00,0.00,No,Yes,,Seeds Cacti Gymnocalycium andreae,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium andreae,No
2604,,Seeds Cacti Gymnocalycium armatum,<p>Gymnocalycium armatum</p>,,,39,31,0,0.00,0.00,0.00,No,No,,Seeds Cacti Gymnocalycium armatum,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium armatum,No
2605,,Seeds Cacti Gymnocalycium bayrianum,<p>Gymnocalycium bayrianum</p>,,,39,31,0,0.00,0.00,0.00,No,No,,Seeds Cacti Gymnocalycium bayrianum ,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium bayrianum ,No
2606,,Gymnocalycium bayrianum v. brevispinum,<p>Gymnocalycium bayrianum v. brevispinum</p>,,,39,31,182,0.00,0.00,0.00,No,No,,Seeds Cacti Gymnocalycium bayrianum v brevispinum,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium bayrianum v brevispinum,No
2608,,Gymnocalycium boszingianum,<p>Gymnocalycium boszingianum</p>,,,39,31,182,0.00,0.00,0.00,No,No,,Seeds Cacti Gymnocalycium boszingianum,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium boszingianum,No
2609,,Gymnocalycium brachypetalum,<p>Gymnocalycium brachypetalum. This item ships in 8 to 12 days.</p>,,,39,31,182,0.00,0.00,0.00,No,Yes,,Seeds Cacti Gymnocalycium brachypetalum,0,0,,0.00,No,2010-08-22T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Gymnocalycium brachypetalum,No
2610,,Cylindropuntia acanthocarpa var. thornberi,"<p>Cylindropuntia acanthocarpa var. thornberi (USDA: 9-11). Full sun. Heat  tolerant. Little or no water. Hardy to 15°F. Shrubby cholla grows to 10'  tall; 7' wide. Native to southern Utah, S.E. CA, AZ</p>",images/Cylindropuntia_thornberi_T.jpg,images/Cylindropuntia_thornberi_L.jpg,36,31,155,0.00,0.00,0.00,No,No,,"Seeds Cacti Cylindropuntia acanthocarpa var. thornberi, cholla seeds",0,0,,0.00,No,2010-08-28T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Cylindropuntia acanthocarpa var. thornberi,No
2611,,Seeds Cacti Opuntia ellisiana,"<p>Opuntia ellisiana (Tiger tongue). Sunset: 12-24; USDA: 9b-12. Full sun.  Heat tolerant. Little water. Hardy to 16&deg;F. Slow growing to 2' tall; 8'  wide. Origin: Mexico, Texas.</p>",images/Opuntiaellisiana_T.jpg,images/Opuntiaellisiana_L.jpg,42,31,0,0.00,0.00,0.00,No,No,,Seeds Cacti Opuntia ellisiana,0,0,,0.00,No,2010-08-28T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Opuntia ellisiana,No
2612,,"Seeds Aloe camperi 'cornuta'","<p>Aloe camperi 'cornuta' (USDA: 9b-10). Bright green, no spots. Best in filtered sun. Heat tolerant. Hardy  to 28&deg;F. Little water. Clumping aloe colony grows to 3' tall; 6'  diameter. Native to<span> the regions of Ethiopia and Eritrea.</span></p>",,,121,32,110,0.00,0.00,0.00,No,Yes,,"Aloe camperi 'cornuta'",0,0,,0.00,No,2010-08-30T07:00:00.000Z,0.00,0.0000,0,,,,,"Aloe camperi 'cornuta'",No
2613,,Seeds Cacti Trichocereus huascha (Orange),"<p>Trichocereus huascha (Syn: Echinopsis huascha). (Bright orange flowers). Sunset: 3-24; USDA: 9-10.&nbsp; Hardy to 15&deg; F.&nbsp; Full  sun to light shade. Heat tolerant. Low water. Basally branching, up to 2  feet tall. Vivid orange flowers. Origin: Argentina.</p>",,,78,31,0,0.00,0.00,0.00,No,No,,Seeds Cacti Trichocereus huascha,0,0,,0.00,No,2010-09-05T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Trichocereus huascha,No
2688,,Seeds Penstemon angustifolius,<p>Penstemon angustifolius (Pagoda Penstemon)</p>,images/PenstemonangustifoliusT.JPG,images/PenstemonangustifoliusL.jpg,97,0,0,0.00,0.00,0.00,No,Yes,,"Seeds Penstemon angustifolius, Penstemon angustifolius (Pagoda Penstemon)",0,0,,0.00,No,2010-10-05T07:00:00.000Z,0.00,0.0000,0,,,,,"Seeds Penstemon angustifolius, Penstemon angustifolius (Pagoda Penstemon)",No
2615,,Neochilenia dimorpha,<p>Neochilenia dimorpha.</p>,,,41,31,207,0.00,0.00,0.00,No,Yes,,Seeds Cacti Neochilenia dimorpha,0,0,,0.00,No,2010-09-15T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Neochilenia dimorpha,No
2616,,Neochilenia ebenacantha,<p>Neochilenia ebenacantha</p>,,,41,31,207,0.00,0.00,0.00,No,No,,Seeds Cacti Neochilenia ebenacantha,0,0,,0.00,No,2010-09-15T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Neochilenia ebenacantha,No
2617,,Neochilenia hankeana,<p>Neochilenia hankeana.</p>,,,41,31,207,0.00,0.00,0.00,No,Yes,,Seeds Cacti Neochilenia hankeana,0,0,,0.00,No,2010-09-15T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Neochilenia hankeana,No
2618,,Seeds Agave filifera,<p>Agave filifera.</p>,images/agavefiliferaT.JPG,images/agavefiliferaL.jpg,121,32,291,0.00,0.00,0.00,No,No,1,Seeds Agave filifera,0,0,,0.00,No,2010-09-16T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Agave filifera,No
2619,,Denmoza rhodacantha v. diamantina,<p>Denmoza rhodacantha v diamantina.</p>,,,31,83,156,0.00,0.00,0.00,No,No,,Seeds Cacti Denmoza rhodacantha v diamantina,0,0,,0.00,No,2010-09-21T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Denmoza rhodacantha v diamantina,No
3095,,Seeds Echeveria agavoides v Contepec,"<p>Echeveria agavoides v Contepec, Michoacan. Echeveria agavoides is a species of flowering plant in the Crassulaceae family, native to rocky areas of Mexico, notably the states of San Luis Potosi, Hidalgo, Guanajuato and Durango.&nbsp;</p>",,,50,378,32,0.00,0.00,0.00,No,No,,Seeds Echeveria agavoides,0,0,,0.00,No,2011-01-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Echeveria agavoides,No
3398,,Seeds Kalanchoe beharensis,<p>Kalanchoe beharensis (Felt Plant). Recommended Temperature Zone: Sunset: 21-24; USDA: 10 Full sun to shade. Protect from hot sun in desert gardens.<br />Grows up to 12 feet tall. Origin: South Madagascar.</p>,,,65,32,398,0.00,0.00,0.00,No,Yes,,Kalanchoe beharensis (Felt Plant). ,0,0,,0.00,No,2012-06-20T07:00:00.000Z,0.00,0.0000,0,,,,,Kalanchoe beharensis (Felt Plant). ,No
2621,,Coleocephalocereus goebelianus,<p>Coleocephalocereus goebelianus</p>,,,31,36,150,0.00,0.00,0.00,No,No,1,Seeds Cacti Coleocephalocereus goebelianus,0,0,,0.00,No,2010-09-23T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Coleocephalocereus goebelianus,No
2622,,Disocactus biformis,<p>Disocactus biformis</p>,,,83,31,157,0.00,0.00,0.00,No,No,,Seeds Cacti Disocactus biformis,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Disocactus biformis,No
2623,,Dolichothele albescens,<p>Dolichothele albescens</p>,,,83,31,158,0.00,0.00,0.00,No,Yes,,Seeds Cacti Dolichothele albescens,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Dolichothele albescens,No
2624,,Dolichothele decipiens,<p>Dolichothele decipiens.</p>,,,83,31,158,0.00,0.00,0.00,No,Yes,,Seeds Cacti Dolichothele decipiens,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Dolichothele decipiens,No
2625,,Dolichothele longithele,<p>Dolichothele longithele.&nbsp;</p>,,,83,31,158,0.00,0.00,0.00,No,Yes,,Seeds Cacti Dolichothele longithele,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Dolichothele longithele,No
2627,,Echinocereus reichenbachii v. albispinus,<p>Echinocereus reichenbachii v. albispinus (Syn:Echinocereus baileyi v. albispinus) Origin: Greer county Oklahoma</p>,,,37,31,160,0.00,0.00,0.00,No,No,,Echinocereus reichenbachii v. albispinus Echinocereus baileyi v. albispinus,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Echinocereus reichenbachii v. albispinus . Echinocereus baileyi v. albispinus,No
2628,,Echinocereus leeanus,<p>Echinocereus leeanus.</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Echinocereus leeanus,0,0,,0.00,No,2010-09-26T07:00:00.000Z,0.00,0.0000,0,,,,,Echinocereus leeanus,No
2630,,Echinocereus llanuraensis,<p>Echinocereus llanuraensis. This item ships in 8 to 12 days</p>,,,37,31,160,0.00,0.00,0.00,No,No,,Seeds Cacti Echinocereus llanuraensis,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus llanuraensis,No
2629,,Echinocereus enneacanthus v. brevispinus,"<p>Echinocereus  enneacanthus ssp. brevispinus. Purple-red to pink in varying shades.  Origin: USA (New Mexico, Texas), northern Mexico.</p>",,,77,0,0,0.00,0.00,0.00,No,No,,Seeds Cacti Echinocereus enneacanthus v. brevispinus,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus enneacanthus v. brevispinus,No
2631,,Echinocereus lloydii,<p>Echinocereus lloydii</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus lloydii,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus lloydii,No
2669,,Seeds Coreopsis tinctoria (Dwarf Plains coreopsis),<p>Coreopsis tinctoria (Dwarf Plains coreopsis). <span> Deep red flowers with red/yellowish centers bloom in masses on this slender perennial.</span></p>,images/CoreopsistinctoriaWCT.JPG,images/CoreopsistinctoriaWCL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Coreopsis tinctoria (Dwarf Plains coreopsis),0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Coreopsis tinctoria (Dwarf Plains coreopsis),No
2665,,Seeds Chrysanthemum multicaule (Yellow Daisy),<p>Chrysanthemum multicaule (Yellow Daisy)</p>,images/ChrysanthemummulticauleT.JPG,images/ChrysanthemummulticauleL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Chrysanthemum multicaule (Yellow Daisy),0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Chrysanthemum multicaule (Yellow Daisy),No
2633,,Echinocereus mombergerianus,<p>Echinocereus mombergerianus</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus mombergerianus,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus mombergerianus,No
2634,,Echinocereus morricalii,<p>Echinocereus morricalii.</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus morricalii ,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus morricalii ,No
2635,,Echinocereus neomexicanus,<p>Echinocereus neomexicanus</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus neomexicanus,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus neomexicanus,No
2636,,Echinocereus otacanthus,<p>Echinocereus otacanthus</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Echinocereus otacanthus,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Echinocereus otacanthus,No
2637,,Echinocereus oklahomensis,<p>Echinocereus oklahomensis.</p>,,,37,31,160,0.00,0.00,0.00,No,No,,Seeds Cacti Echinocereus oklahomensis,0,0,,0.00,No,2010-09-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus oklahomensis,No
2668,,Seeds Clarkia bottae (Lilac Godetia),<p>Clarkia bottae (Lilac Godetia)</p>,images/ClarkiabottaeWCT.JPG,images/ClarkiabottaeWCL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Clarkia bottae (Lilac Godetia),0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Clarkia bottae (Lilac Godetia),No
2638,,Echinocereus parkeri,<p>Echinocereus parkeri.</p>,,,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus parkeri,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus parkeri,No
2639,,Echinocereus pectinatus,<p>Echinocereus pectinatus (Comb Cactus).</p>,images/Echinocereuspectinatus.T.jpg,images/Echinocereuspectinatus.L.jpg,37,31,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus pectinatus,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus pectinatus,No
2640,,Echinocereus rigidissimus v rubispinus albiflorus,<p>Echinocereus rigidissimus v rubispinus albiflorus. Arizona Rainbow -- white flower (Syn: Echinocereus pectinatus var. rubispinus)</p>,,,37,31,160,0.00,0.00,0.00,No,No,,"Echinocereus rigidissimus v rubispinus albiflorus, Echinocereus pectinatus var. rubispinus",0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Echinocereus rigidissimus v rubispinus albiflorus,No
2642,,Seeds Aquilegia caerulea (Blue Columbine),<p>Aquilegia caerulea (Blue Columbine)</p>,images/AquilegiacaeruleaT.jpg,images/Aquilegiacaerulea.jpg,21,0,0,0.00,0.00,0.00,No,No,,Seeds Wildflowers Aquilegia caerulea,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Aquilegia caerulea,No
2643,,"Seeds Aquilegia caerulea 'McKana Giants Mix'","<p>Aquilegia&nbsp;caerulea 'McKana Giants Mix' (Mixed colors Columbine)</p>",images/AquilegiacaeruleaWCT.JPG,images/AquilegiacaeruleaWCL.JPG,21,577,0,0.00,0.00,0.00,No,Yes,,Aquilegia caerulea (Mixed colors Columbine),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Aquilegia caerulea (Mixed colors Columbine),No
2644,,Seeds Aquilegia oxysepala,<p>Aquilegia oxysepala</p>,images/AquilegiaoxysepalaT.JPG,images/AquilegiaoxysepalaL.jpg,21,577,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Aquilegia oxysepala,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Aquilegia oxysepala,No
2645,,Seeds Arabis alpina,<p>Arabis alpina (White rockcress)</p>,images/ArabisalpinaWCT.JPG,images/ArabisalpinaWCL.jpg,21,578,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Arabis alpina,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Arabis alpina,No
2646,,Seeds Artemisia ludoviciana,"<p>Artemisia ludoviciana (Prairie Sage). Native Perennial Shrub; Height,  1-2 Feet. Requires 10"" minimum precipitation. 4,500,000 seeds per pound. Email for availability and current pricing.</p>",images/ArtemisialudovicianaT2.JPG,images/ArtemisialudovicianaL2.jpg,27,26,0,0.00,0.00,0.00,No,No,,"Artemisia ludoviciana, Prairie Sage",465,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,"Seeds Wildflowers Artemisia ludoviciana, Prairie Sage",No
2647,,Seeds Asclepias incarnata,<p>Asclepias incarnata (Swamp Milkweed). 4800 Seeds per oz.</p>,images/AsclepiasincarnataWCT.JPG,images/AsclepiasincarnataWCL.JPG,21,466,580,0.00,0.00,0.00,No,No,,Seeds Wildflowers Asclepias incarnata,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Asclepias incarnata,No
2648,,Seeds Asclepias speciosa,<p>Asclepias speciosa (Showy Milkweed)</p>,images/AsclepiasspeciosaWCT.JPG,images/AsclepiasspeciosaWCL.jpg,21,26,27,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Asclepias speciosa,466,580,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Asclepias speciosa,No
2649,,Seeds Asclepias tuberosa,"<p>Asclepias tuberosa (Butterfly Milkweed). Widely distributed, drought tolerant, full sun perennial. Red-orange, umbel-type flowers, blooms June to September. Grows in dry habitats. Attracts butterflies. Average Live Seed per Bulk Pound: 91,050</p>",images/AsclepiastuberosaWCT.JPG,images/AsclepiastuberosaWCL.JPG,21,466,580,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Asclepias tuberosa,0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Asclepias tuberosa,No
2650,,Seeds Aster azureus,<p>Aster azureus (Sky Blue Aster)</p>,images/AsterazureusT.JPG,images/AsterazureusL.jpg,21,582,0,0.00,0.00,0.00,No,No,,Aster azureus (Sky Blue Aster),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Aster azureus (Sky Blue Aster),No
2651,,Seeds Aster laevis,<p>Aster laevis (Smooth Aster)</p>,images/AsterlaevisWCT.JPG,images/AsterlaevisWCL.jpg,21,582,0,0.00,0.00,0.00,No,Yes,,Aster laevis (Smooth Aster),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Aster laevis (Smooth Aster),No
2652,,Seeds Aster ptarmicoides,<p>Aster ptarmicoides (White Upland Aster)</p>,images/AsterptarmicoidesT.JPG,images/AsterptarmicoidesL.jpg,21,582,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Aster ptarmicoides (White Upland Aster),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Aster ptarmicoides (White Upland Aster),No
2653,,Seeds Camissonia cheiranthifolia,<p>Camissonia cheiranthifolia (Beach Evening Primose)</p>,images/CamissoniacheiranthifoliaT.JPG,images/CamissoniacheiranthifoliaL.JPG,94,0,0,0.00,0.00,0.00,No,No,,Camissonia cheiranthifolia (Beach Evening Primose),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Camissonia cheiranthifolia (Beach Evening Primose),No
2654,,Seeds Campanula carpatica,<p>Campanula carpatica (Tussock Bellflower)</p>,images/CampanulacarpaticaT.JPG,images/CampanulacarpaticaL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Campanula carpatica (Tussock Bellflower),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Campanula carpatica (Tussock Bellflower),No
2655,,Seeds Cerastium biebersteinii,<p>Cerastium biebersteinii (Snow-in-Summer)</p>,images/CerastiumbiebersteiniiWCT.JPG,images/CerastiumbiebersteiniiWCL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Cerastium biebersteinii (Snow-in-Summer),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Cerastium biebersteinii (Snow-in-Summer),No
2656,,Seeds Cheiranthus cheiri,<p>Cheiranthus cheiri (English Wallflower)</p>,images/CheiranthuscheiriWCT.JPG,images/CheiranthuscheiriWCL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Wildflowers Cheiranthus cheiri (English Wallflower),0,0,,0.00,No,2010-10-01T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Wildflowers Cheiranthus cheiri (English Wallflower),No
2658,,Seeds Bellis perennis (Mixed colors),<p>Bellis perennis. Mixed colors</p>,images/BellisperennisWCT.JPG,images/BellisperennisWCL.JPG,21,0,0,0.00,0.00,0.00,No,Yes,,Seeds Bellis perennis,0,0,,0.00,No,2010-10-02T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Bellis perennis,No
2659,,Echinocereus roetteri,<p>Echinocereus roetteri</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus roetteri,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus roetteri,No
2660,,Echinocereus rosei,<p>Echinocereus rosei.</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus rosei,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus rosei,No
2661,,Echinocereus sanpedroensis,<p>Echinocereus sanpedroensis.</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus sanpedroensis,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus sanpedroensis,No
2662,,Echinocereus sarissophorus,<p>Echinocereus sarissophorus.</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus sarissophorus,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus sarissophorus,No
3249,,Seeds Prunus americana,<p>Prunus americana</p>,images/PrunusamericanaT.JPG,images/PrunusamericanaL.jpg,508,27,26,0.00,0.00,0.00,No,No,,Seeds Prunus americana,0,0,,0.00,No,2011-03-19T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Prunus americana,No
2663,,Echinocereus scopulorum,<p>Echinocereus scopulorum.</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus scopulorum,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus scopulorum,No
2664,,Echinocereus weinbergii,<p>Echinocereus weinbergii</p>,,,31,37,160,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinocereus weinbergii,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinocereus weinbergii,No
2673,,Echinofossulocactus rosasianus,<p>Echinofossulocactus rosasianus.</p>,,,31,37,161,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinofossulocactus rosasianus,0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinofossulocactus rosasianus,No
2667,,Cichorium intybus (Common Chicory),"<p>Cichorium intybus (Common Chicory). Perennial plant with blue, lavender, or occasionally white flowers. Chicory has been used to replace coffee for decades, and is still used in coffee blends.</p>",images/CichoriumintybusWCT.JPG,images/CichoriumintybusWCL.jpg,94,75,0,0.00,0.00,0.00,No,Yes,,Seeds Cichorium intybus (Common Chicory),0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cichorium intybus (Common Chicory),No
2671,,Seeds Dianthus deltoides (Maiden Pinks),<p>Dianthus deltoides (Maiden Pinks Mixed). The blooms are often pink to red-pink but can also be white or spotted with white.</p>,images/DianthusdeltoidesWCT.JPG,images/DianthusdeltoidesWCL.jpg,94,0,0,0.00,0.00,0.00,No,Yes,,Seeds Dianthus deltoides (Maiden Pinks),0,0,,0.00,No,2010-10-03T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Dianthus deltoides (Maiden Pinks),No
2674,,Echinopsis aurea,<p>Echinopsis aurea.</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis aurea ,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis aurea ,No
2675,,Echinopsis aurea v. elongata,<p>Echinopsis aurea v. elongata</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Echinopsis aurea v. elongata,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Echinopsis aurea v. elongata,No
2676,,Echinopsis calorubra,<p>Echinopsis calorubra</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis calorubra,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis calorubra,No
2677,,Echinopsis cochabambensis,<p>Echinopsis cochabambensis.</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis cochabambensis,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis cochabambensis,No
2678,,Echinopsis columnaris,<p>Echinopsis columnaris.</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis columnaris,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis columnaris,No
2679,,Echinopsis frankii,<p>Echinopsis frankii.&nbsp;</p>,,,31,37,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis frankii,0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis frankii,No
3251,,Echinopsis nudus,<p>Echinopsis nudus.</p>,,,37,31,164,0.00,0.00,0.00,No,Yes,,Seeds Cacti Echinopsis nudus,0,0,,0.00,No,2011-04-09T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Cacti Echinopsis nudus,No
2681,,Seeds Iris missouriensis,<p>Iris missouriensis (Rocky Mountain Iris). Blue</p>,images/IrismissouriensisWCT.JPG,images/IrismissouriensisWCL.JPG,96,0,0,0.00,0.00,0.00,No,Yes,,Seeds Iris missouriensis (Rocky Mountain Iris),0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Iris missouriensis (Rocky Mountain Iris),No
2682,,Seeds Liatris pycnostachya (Prairie Blazing Star),<p>Liatris pycnostachya (Prairie Blazing Star)</p>,images/LiatrispycnostachyaWCT.JPG,images/LiatrispycnostachyaWCL.JPG,92,0,0,0.00,0.00,0.00,No,No,,Seeds Liatris pycnostachya (Prairie Blazing Star),0,0,,0.00,No,2010-10-04T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Liatris pycnostachya (Prairie Blazing Star),No
